timestamp,ioc_value,ioc_type,threat_type,malware_family,confidence_level,src_country,dst_port,tags,reporter,days_active,label
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229004+00:00,8.8.1.11,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227878+00:00,8.8.0.14,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229001+00:00,8.8.1.10,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227960+00:00,8.8.0.36,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229040+00:00,8.8.1.23,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229672+00:00,8.8.1.235,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229225+00:00,8.8.1.81,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.229113+00:00,8.8.1.44,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229062+00:00,8.8.1.29,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229179+00:00,8.8.1.67,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.228880+00:00,8.8.0.232,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229672+00:00,8.8.1.235,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.228336+00:00,8.8.0.123,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.228859+00:00,8.8.0.224,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.228289+00:00,8.8.0.112,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.228313+00:00,8.8.0.119,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229590+00:00,8.8.1.205,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.228649+00:00,8.8.0.162,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227737+00:00,fallback_malicious_4533c6ad.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227775+00:00,fallback_malicious_8c7d9090.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227799+00:00,fallback_malicious_f043f198.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227592+00:00,fallback_malicious_25cb6062.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227763+00:00,fallback_malicious_2974b129.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227701+00:00,fallback_malicious_2003d49c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.229674+00:00,8.8.1.236,ip,benign,none,0,XX,0,,whitelist,0,0
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227749+00:00,fallback_malicious_183a3d4c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227686+00:00,fallback_malicious_62271f88.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227788+00:00,fallback_malicious_43fddb8c.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
2026-05-30 07:53:39.227712+00:00,fallback_malicious_16c3ef0b.com,domain,botnet_cc,unknown_fallback,50,XX,80,fallback,fallback_gen,1,1
